ResultNumber,ProvinceTerritory,Health Region2007,HealthRegionCode2007,ForwardSortationAreaCodes,TestDurationInDays,AverageRadonConcentrationInBqPerM3,,,,,,
369,NL,Western Regional Integrated Health Authority,1013,A2H,91,39,,,,,,
370,NL,Western Regional Integrated Health Authority,1013,A2H,94,39,,,,,,
371,NL,Western Regional Integrated Health Authority,1013,A2H,94,40,,,,,,
372,NL,Western Regional Integrated Health Authority,1013,A2H,104,53,,,,,,
373,NL,Western Regional Integrated Health Authority,1013,A2H,91,63,,,,,,
374,NL,Western Regional Integrated Health Authority,1013,A2H,92,64,,,,,,
375,NL,Western Regional Integrated Health Authority,1013,A2H,98,72,,,,,,
376,NL,Western Regional Integrated Health Authority,1013,A2H,94,72,,,,,,
377,NL,Western Regional Integrated Health Authority,1013,A2H,91,78,,,,,,
378,NL,Western Regional Integrated Health Authority,1013,A2H,90,78,,,,,,
379,NL,Western Regional Integrated Health Authority,1013,A2H,92,83,,,,,,
380,NL,Western Regional Integrated Health Authority,1013,A2H,97,143,,,,,,
381,NL,Western Regional Integrated Health Authority,1013,A2H,92,149,,,,,,
382,NL,Western Regional Integrated Health Authority,1013,A2H,90,159,,,,,,
383,NL,Western Regional Integrated Health Authority,1013,A2H,189,160,,,,,,
384,NL,Western Regional Integrated Health Authority,1013,A2H,91,359,,,,,,
385,NL,Western Regional Integrated Health Authority,1013,A0K,122,54,,,,,,
386,NL,Western Regional Integrated Health Authority,1013,A0L,118,14,,,,,,
387,NL,Western Regional Integrated Health Authority,1013,A0L,110,14,,,,,,
388,NL,Western Regional Integrated Health Authority,1013,A0L,74,14,,,,,,
389,NL,Western Regional Integrated Health Authority,1013,A0L,90,176,,,,,,
390,NL,Western Regional Integrated Health Authority,1013,A8A,90,90,,,,,,
391,NL,Western Regional Integrated Health Authority,1013,A8A,90,1386,,,,,,
392,NL,Western Regional Integrated Health Authority,1013,A8A,97,18,,,,,,
393,NL,Western Regional Integrated Health Authority,1013,A8A,89,22,,,,,,
394,NL,Western Regional Integrated Health Authority,1013,A8A,91,23,,,,,,
395,NL,Western Regional Integrated Health Authority,1013,A8A,92,25,,,,,,
396,NL,Western Regional Integrated Health Authority,1013,A8A,94,30,,,,,,
397,NL,Western Regional Integrated Health Authority,1013,A8A,91,61,,,,,,
398,NL,Western Regional Integrated Health Authority,1013,A8A,92,88,,,,,,
399,NL,Western Regional Integrated Health Authority,1013,A8A,97,88,,,,,,
400,NL,Western Regional Integrated Health Authority,1013,A8A,92,92,,,,,,
401,NL,Western Regional Integrated Health Authority,1013,A8A,91,95,,,,,,
402,NL,Western Regional Integrated Health Authority,1013,A8A,99,284,,,,,,
403,NL,Western Regional Integrated Health Authority,1013,A8A,92,660,,,,,,
404,NL,Western Regional Integrated Health Authority,1013,A0N,92,24,,,,,,
405,NL,Western Regional Integrated Health Authority,1013,A0N,91,27,,,,,,
406,NL,Western Regional Integrated Health Authority,1013,A0N,90,46,,,,,,
407,NL,Western Regional Integrated Health Authority,1013,A0N,111,62,,,,,,
408,NL,Western Regional Integrated Health Authority,1013,A0N,102,75,,,,,,
409,NL,Western Regional Integrated Health Authority,1013,A0N,92,116,,,,,,
410,NL,Western Regional Integrated Health Authority,1013,A0K,92,14,,,,,,
411,NL,Western Regional Integrated Health Authority,1013,A0K,91,26,,,,,,
412,NL,Western Regional Integrated Health Authority,1013,A0K,61,171,,,,,,
413,NL,Western Regional Integrated Health Authority,1013,A0M,96,59,,,,,,
414,NL,Western Regional Integrated Health Authority,1013,A0M,92,28,,,,,,
415,NL,Western Regional Integrated Health Authority,1013,A2N,112,14,,,,,,
416,NL,Western Regional Integrated Health Authority,1013,A2N,91,14,,,,,,
417,NL,Western Regional Integrated Health Authority,1013,A2N,92,21,,,,,,
418,NL,Western Regional Integrated Health Authority,1013,A2N,106,52,,,,,,
419,NL,Western Regional Integrated Health Authority,1013,A2N,114,56,,,,,,
420,NL,Western Regional Integrated Health Authority,1013,A2N,91,67,,,,,,
421,NL,Western Regional Integrated Health Authority,1013,A2N,92,110,,,,,,
422,NL,Western Regional Integrated Health Authority,1013,A2N,92,115,,,,,,
423,NL,Western Regional Integrated Health Authority,1013,A2N,92,281,,,,,,
424,NL,Western Regional Integrated Health Authority,1013,A2N,97,354,,,,,,
425,NL,Western Regional Integrated Health Authority,1013,A0M,90,14,,,,,,
426,NL,Western Regional Integrated Health Authority,1013,A0L,93,14,,,,,,
427,NL,Western Regional Integrated Health Authority,1013,A0N,98,33,,,,,,
428,NL,Western Regional Integrated Health Authority,1013,A0N,93,14,,,,,,
429,NL,Western Regional Integrated Health Authority,1013,A0N,102,70,,,,,,
430,NL,Western Regional Integrated Health Authority,1013,A0N,117,14,,,,,,
431,NL,Western Regional Integrated Health Authority,1013,A0M,91,14,,,,,,
432,NL,Western Regional Integrated Health Authority,1013,A2H,91,14,,,,,,
433,NL,Western Regional Integrated Health Authority,1013,A0N,110,102,,,,,,
434,NL,Western Regional Integrated Health Authority,1013,A0L,90,18,,,,,,
435,NL,Western Regional Integrated Health Authority,1013,A0L,92,21,,,,,,
436,NL,Western Regional Integrated Health Authority,1013,A0K,66,14,,,,,,
437,NL,Western Regional Integrated Health Authority,1013,A0K,93,38,,,,,,
438,NL,Western Regional Integrated Health Authority,1013,A0K,113,86,,,,,,
439,NL,Western Regional Integrated Health Authority,1013,A0L,90,14,,,,,,
440,NL,Western Regional Integrated Health Authority,1013,A0L,91,16,,,,,,
441,NL,Western Regional Integrated Health Authority,1013,A0L,91,17,,,,,,
442,NL,Western Regional Integrated Health Authority,1013,A0L,90,27,,,,,,
443,NL,Western Regional Integrated Health Authority,1013,A0L,94,59,,,,,,
444,NL,Western Regional Integrated Health Authority,1013,A0L,90,116,,,,,,
445,NL,Western Regional Integrated Health Authority,1013,A0L,115,141,,,,,,
446,NL,Western Regional Integrated Health Authority,1013,A0L,91,159,,,,,,
447,NL,Western Regional Integrated Health Authority,1013,A0L,91,215,,,,,,
448,NL,Western Regional Integrated Health Authority,1013,A0L,110,387,,,,,,
449,NL,Western Regional Integrated Health Authority,1013,A0L,91,400,,,,,,
450,NL,Western Regional Integrated Health Authority,1013,A0L,93,628,,,,,,
451,NL,Western Regional Integrated Health Authority,1013,A0K,90,16,,,,,,
452,NL,Western Regional Integrated Health Authority,1013,A0K,125,17,,,,,,
453,NL,Western Regional Integrated Health Authority,1013,A0K,95,35,,,,,,
454,NL,Western Regional Integrated Health Authority,1013,A0K,161,38,,,,,,
455,NL,Western Regional Integrated Health Authority,1013,A0N,91,14,,,,,,
456,NL,Western Regional Integrated Health Authority,1013,A0N,91,14,,,,,,
457,NL,Western Regional Integrated Health Authority,1013,A0N,91,31,,,,,,
458,NL,Western Regional Integrated Health Authority,1013,A0N,97,61,,,,,,
459,NL,Western Regional Integrated Health Authority,1013,A0N,92,103,,,,,,
460,NL,Western Regional Integrated Health Authority,1013,A0M,91,14,,,,,,
461,NL,Western Regional Integrated Health Authority,1013,A0M,92,14,,,,,,
462,NL,Western Regional Integrated Health Authority,1013,A0M,91,14,,,,,,
463,NL,Western Regional Integrated Health Authority,1013,A0M,91,14,,,,,,
464,NL,Western Regional Integrated Health Authority,1013,A0M,91,18,,,,,,
465,NL,Western Regional Integrated Health Authority,1013,A0K,91,14,,,,,,
466,NL,Western Regional Integrated Health Authority,1013,A0K,88,144,,,,,,
467,NL,Western Regional Integrated Health Authority,1013,A0K,94,102,,,,,,
468,NL,Western Regional Integrated Health Authority,1013,A0N,91,14,,,,,,
469,NL,Western Regional Integrated Health Authority,1013,A8A,93,807,,,,,,
470,NL,Western Regional Integrated Health Authority,1013,A0K,90,401,,,,,,
471,NL,Western Regional Integrated Health Authority,1013,A0N,91,73,,,,,,
472,NL,Western Regional Integrated Health Authority,1013,A0N,91,255,,,,,,
473,NL,Western Regional Integrated Health Authority,1013,A0N,91,62,,,,,,
474,NL,Western Regional Integrated Health Authority,1013,A0M,121,14,,,,,,
475,NL,Western Regional Integrated Health Authority,1013,A0N,139,14,,,,,,
476,NL,Western Regional Integrated Health Authority,1013,A0N,95,14,,,,,,
477,NL,Western Regional Integrated Health Authority,1013,A0N,90,14,,,,,,
478,NL,Western Regional Integrated Health Authority,1013,A0N,89,85,,,,,,
479,NL,Western Regional Integrated Health Authority,1013,A0N,92,86,,,,,,
480,NL,Western Regional Integrated Health Authority,1013,A0N,91,162,,,,,,
481,NL,Western Regional Integrated Health Authority,1013,A0K,104,16,,,,,,
482,NL,Western Regional Integrated Health Authority,1013,A0N,105,14,,,,,,
483,NL,Western Regional Integrated Health Authority,1013,A2H,91,126,,,,,,
484,NL,Western Regional Integrated Health Authority,1013,A2N,81,16,,,,,,
485,NL,Western Regional Integrated Health Authority,1013,A2N,90,22,,,,,,
486,NL,Western Regional Integrated Health Authority,1013,A2N,61,28,,,,,,
487,NL,Western Regional Integrated Health Authority,1013,A2N,124,61,,,,,,
488,NL,Western Regional Integrated Health Authority,1013,A2N,91,83,,,,,,
489,NL,Western Regional Integrated Health Authority,1013,A2N,92,95,,,,,,
490,NL,Western Regional Integrated Health Authority,1013,A2N,91,97,,,,,,
491,NL,Western Regional Integrated Health Authority,1013,A2N,90,125,,,,,,
492,NL,Western Regional Integrated Health Authority,1013,A2N,90,137,,,,,,
493,NL,Western Regional Integrated Health Authority,1013,A2N,147,139,,,,,,
494,NL,Western Regional Integrated Health Authority,1013,A2N,91,149,,,,,,
495,NL,Western Regional Integrated Health Authority,1013,A2N,92,221,,,,,,
496,NL,Western Regional Integrated Health Authority,1013,A2N,91,264,,,,,,
497,NL,Western Regional Integrated Health Authority,1013,A2N,93,306,,,,,,
498,NL,Western Regional Integrated Health Authority,1013,A2N,91,343,,,,,,
499,NL,Western Regional Integrated Health Authority,1013,A2N,91,370,,,,,,
500,NL,Western Regional Integrated Health Authority,1013,A2N,91,524,,,,,,
501,NL,Western Regional Integrated Health Authority,1013,A0N,91,14,,,,,,
502,NL,Western Regional Integrated Health Authority,1013,A0N,90,14,,,,,,
503,NL,Western Regional Integrated Health Authority,1013,A0N,93,24,,,,,,
504,NL,Western Regional Integrated Health Authority,1013,A0N,90,376,,,,,,
505,NL,Western Regional Integrated Health Authority,1013,A0N,93,89,,,,,,
506,NL,Western Regional Integrated Health Authority,1013,A0N,131,397,,,,,,
507,NL,Western Regional Integrated Health Authority,1013,A0K,98,14,,,,,,
508,NL,Western Regional Integrated Health Authority,1013,A0K,92,14,,,,,,
509,NL,Western Regional Integrated Health Authority,1013,A0K,100,18,,,,,,
510,NL,Western Regional Integrated Health Authority,1013,A0K,130,129,,,,,,
511,NL,Western Regional Integrated Health Authority,1013,A8A,90,14,,,,,,
512,NL,Western Regional Integrated Health Authority,1013,A0K,92,167,,,,,,
513,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,106,14,,,,,,
514,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,91,33,,,,,,
515,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,92,34,,,,,,
516,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,91,135,,,,,,
517,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,93,227,,,,,,
518,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,91,14,,,,,,
519,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,90,66,,,,,,
520,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,90,256,,,,,,
521,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,92,14,,,,,,
522,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,115,14,,,,,,
523,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,94,14,,,,,,
524,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,90,31,,,,,,
525,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,98,14,,,,,,
526,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,138,14,,,,,,
527,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,90,20,,,,,,
528,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,110,137,,,,,,
529,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,120,22,,,,,,
530,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,89,28,,,,,,
531,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,104,54,,,,,,
532,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,98,127,,,,,,
533,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,106,147,,,,,,
534,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,94,209,,,,,,
535,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,102,14,,,,,,
536,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,89,110,,,,,,
537,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,121,197,,,,,,
538,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,22,,,,,,
539,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,14,,,,,,
540,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,93,14,,,,,,
541,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,92,14,,,,,,
542,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,14,,,,,,
543,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,91,42,,,,,,
544,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,91,116,,,,,,
545,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,105,32,,,,,,
546,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,95,315,,,,,,
547,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,91,14,,,,,,
548,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,106,14,,,,,,
549,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,104,14,,,,,,
550,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,95,14,,,,,,
551,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,93,14,,,,,,
552,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,92,14,,,,,,
553,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,90,14,,,,,,
554,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,94,14,,,,,,
555,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,92,14,,,,,,
556,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,92,14,,,,,,
557,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,14,,,,,,
558,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,109,16,,,,,,
559,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,102,17,,,,,,
560,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,17,,,,,,
561,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,147,18,,,,,,
562,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,19,,,,,,
563,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,92,20,,,,,,
564,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,94,20,,,,,,
565,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,90,20,,,,,,
566,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,108,22,,,,,,
567,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,88,24,,,,,,
568,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,93,35,,,,,,
569,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,109,14,,,,,,
570,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,90,14,,,,,,
571,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,90,14,,,,,,
572,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,14,,,,,,
573,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,16,,,,,,
574,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,70,18,,,,,,
575,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,91,21,,,,,,
576,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,271,14,,,,,,
577,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,107,14,,,,,,
578,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,93,14,,,,,,
579,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,86,14,,,,,,
580,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0P,86,14,,,,,,
581,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A0K,91,40,,,,,,
582,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,134,14,,,,,,
583,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,121,14,,,,,,
584,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,115,14,,,,,,
585,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,112,14,,,,,,
586,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,92,14,,,,,,
587,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,97,14,,,,,,
588,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,95,14,,,,,,
589,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,113,14,,,,,,
590,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,91,14,,,,,,
591,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,92,14,,,,,,
592,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,103,14,,,,,,
593,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,91,14,,,,,,
594,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,90,14,,,,,,
595,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,92,14,,,,,,
596,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,91,16,,,,,,
597,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,94,16,,,,,,
598,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,93,17,,,,,,
599,NL,Labrador-Grenfell Regional Integrated Health Auth,1014,A2V,91,17,,,,,,
